id,url,name,image_location
16,http://www.genome10k.org/,Genome 10K,http://gigadb.org/images/project/G10Klogo.jpg
17,http://avian.genomics.cn/en/index.html,The Avian Phylogenomic Project,http://gigadb.org/images/project/phylogenomiclogo.png
