id,file_id,attribute_id,value,unit_id
1408,93871,469,facing north away from shrub,
1409,93871,470,4,
1410,93871,471,primos,
1411,93871,472,"photo, 1 photo burst,3 second delay before next  picture",
1412,93871,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1413,93871,269,"35.163363, -119.674",
1414,93871,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1415,93872,466,8794,
1416,93872,271,2015-06-03/2015-06-04,
1417,93872,467,2,
1418,93872,468,open,
1419,93872,469,facing north away from shrub,
1420,93872,470,4,
1421,93872,471,primos,
1422,93872,472,"photo, 1 photo burst,3 second delay before next  picture",
1423,93872,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1424,93872,269,"35.163363, -119.674",
1425,93872,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1426,93873,466,2,
1427,93873,271,2015-06-04/2015-06-06,
1428,93873,467,2,
1429,93873,468,open,
1430,93873,469,facing north away from shrub,
1431,93873,470,3,
1432,93873,471,primos,
1433,93873,472,"photo, 1 photo burst,3 second delay before next  picture",
1434,93873,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1435,93873,269,"35.163363, -119.674",
1436,93873,325,"",
1437,93874,466,1812,
1438,93874,271,2015-06-06/2015-06-06,
1439,93874,467,1,
1440,93874,468,shrub,
1441,93874,469,facing north away from shrub,
1442,93874,470,14,
1443,93874,471,primos,
1444,93874,472,"photo, 1 photo burst,3 second delay before next  picture",
1445,93874,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1446,93874,269,"35.163363, -119.674",
1447,93874,325,"",
1448,93875,466,2659,
1449,93875,271,2015-06-07/2015-06-07,
1450,93875,467,1,
1451,93875,468,shrub,
1452,93875,469,facing north away from shrub,
1453,93875,470,14,
1454,93875,471,primos,
1455,93875,472,"photo, 1 photo burst,3 second delay before next  picture",
1456,93875,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1457,93875,269,"35.163363, -119.674",
1458,93875,325,"",
1459,93876,466,372,
1460,93876,271,2015-04-06/2015-04-06,
1461,93876,467,1,
1462,93876,468,shrub,
1463,93876,469,facing north away from shrub,
1464,93876,470,3,
1465,93876,471,primos,
1466,93876,472,"photo, 1 photo burst,3 second delay before next  picture",
1467,93876,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1468,93876,269,"35.163363, -119.674",
1469,93876,325,"",
1470,93877,466,189,
1471,93877,271,2015-04-06/2015-04-06,
1472,93877,467,2,
1473,93877,468,shrub,
1474,93877,469,facing north away from shrub,
1475,93877,470,4,
1476,93877,471,primos,
1477,93877,472,"photo, 1 photo burst,3 second delay before next  picture",
1478,93877,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1479,93877,269,"35.163363, -119.674",
1480,93877,325,"",
1481,93878,466,60,
1482,93878,271,2015-04-06/2015-04-06,
1483,93878,467,2,
1484,93878,468,open,
1485,93878,469,facing north away from shrub,
1486,93878,470,9,
1487,93878,471,primos,
1488,93878,472,"photo, 1 photo burst,3 second delay before next  picture",
1489,93878,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1490,93878,269,"35.163363, -119.674",
1491,93878,325,"",
1492,93879,466,1860,
1493,93879,271,2015-04-06/2015-04-06,
1494,93879,467,3,
1495,93879,468,open,
1496,93879,469,facing north away from shrub,
1497,93879,470,2,
1498,93879,471,primos,
1499,93879,472,"photo, 1 photo burst,3 second delay before next  picture",
1500,93879,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1501,93879,269,"35.163363, -119.674",
1502,93879,325,"",
1503,93880,466,183,
1504,93880,271,2015-04-06/2015-04-06,
1505,93880,467,3,
1506,93880,468,shrub,
1507,93880,469,facing north away from shrub,
1508,93880,470,7,
1509,93880,471,primos,
1510,93880,472,"photo, 1 photo burst,3 second delay before next  picture",
1511,93880,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1512,93880,269,"35.163363, -119.674",
1513,93880,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1514,93881,466,1,
1515,93881,271,2015-04-06/2015-04-06,
1516,93881,467,4,
1517,93881,468,shrub,
1518,93881,469,facing north away from shrub,
1519,93881,470,10,
1520,93881,471,primos,
1521,93881,472,"photo, 1 photo burst,3 second delay before next  picture",
1522,93881,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1523,93881,269,"35.163363, -119.674",
1524,93881,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1525,93882,466,2496,
1526,93882,271,2015-04-06/2015-04-06,
1527,93882,467,4,
1528,93882,468,open,
1529,93882,469,facing north away from shrub,
1530,93882,470,5,
1531,93882,471,primos,
1532,93882,472,"photo, 1 photo burst,3 second delay before next  picture",
1533,93882,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1534,93882,269,"35.163363, -119.674",
1535,93882,325,"",
1536,93883,466,1914,
1537,93883,271,2015-04-06/2015-04-06,
1538,93883,467,5,
1539,93883,468,shrub,
1540,93883,469,facing north away from shrub,
1541,93883,470,6,
1542,93883,471,primos,
1543,93883,472,"photo, 1 photo burst,3 second delay before next  picture",
1544,93883,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1545,93883,269,"35.163363, -119.674",
1546,93883,325,"",
1547,93884,466,21,
1548,93884,271,2015-04-06/2015-04-06,
1549,93884,467,5,
1550,93884,468,shrub,
1551,93884,469,facing north away from shrub,
1552,93884,470,8,
1553,93884,471,primos,
1554,93884,472,"photo, 1 photo burst,3 second delay before next  picture",
1555,93884,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1556,93884,269,"35.163363, -119.674",
1557,93884,325,"",
1558,93885,466,179,
1559,93885,271,2015-04-07/2015-04-07,
1560,93885,467,1,
1561,93885,468,open,
1562,93885,469,facing north away from shrub,
1563,93885,470,10,
1564,93885,471,primos,
1565,93885,472,"photo, 1 photo burst,3 second delay before next  picture",
1566,93885,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1567,93885,269,"35.163363, -119.674",
1568,93885,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1569,93886,466,9,
1570,93886,271,2015-04-07/2015-04-07,
1571,93886,467,2,
1572,93886,468,shrub,
1573,93886,469,facing north away from shrub,
1574,93886,470,2,
1575,93886,471,primos,
1576,93886,472,"photo, 1 photo burst,3 second delay before next  picture",
1577,93886,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1578,93886,269,"35.163363, -119.674",
1579,93886,325,"",
1580,93887,466,30,
1581,93887,271,2015-04-07/2015-04-07,
1582,93887,467,2,
1583,93887,468,shrub,
1584,93887,469,facing north away from shrub,
1585,93887,470,9,
1586,93887,471,primos,
1587,93887,472,"photo, 1 photo burst,3 second delay before next  picture",
1588,93887,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1589,93887,269,"35.163363, -119.674",
1590,93887,325,"",
1591,93888,466,33,
1592,93888,271,2015-04-07/2015-04-07,
1593,93888,467,3,
1594,93888,468,shrub,
1595,93888,469,facing north away from shrub,
1596,93888,470,7,
1597,93888,471,primos,
1598,93888,472,"photo, 1 photo burst,3 second delay before next  picture",
1599,93888,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1600,93888,269,"35.163363, -119.674",
1601,93888,325,"camera date not set correctly before deployment, please ignore timestamp on images",
1602,93889,466,18,
1603,93889,271,2015-04-07/2015-04-07,
1604,93889,467,4,
1605,93889,468,open,
1606,93889,469,facing north away from shrub,
1607,93889,470,5,
1608,93889,471,primos,
1609,93889,472,"photo, 1 photo burst,3 second delay before next  picture",
1610,93889,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1611,93889,269,"35.163363, -119.674",
1612,93889,325,"",
1613,93890,466,989,
1614,93890,271,2015-04-16/2015-04-16,
1615,93890,467,5,
1616,93890,468,shrub,
1617,93890,469,facing north away from shrub,
1618,93890,470,1,
1619,93890,471,primos,
1620,93890,472,"photo, 1 photo burst,3 second delay before next  picture",
1621,93890,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1622,93890,269,"35.163363, -119.674",
1623,93890,325,"",
1624,93891,466,900,
1625,93891,271,2015-04-20/2015-04-20,
1626,93891,467,1,
1627,93891,468,shrub,
1628,93891,469,facing north away from shrub,
1629,93891,470,6,
1630,93891,471,primos,
1631,93891,472,"photo, 1 photo burst,3 second delay before next  picture",
1632,93891,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1633,93891,269,"35.163363, -119.674",
1634,93891,325,"",
1635,93892,466,168,
1636,93892,271,2015-04-20/2015-04-20,
1637,93892,467,1,
1638,93892,468,open,
1639,93892,469,facing north away from shrub,
1640,93892,470,8,
1641,93892,471,primos,
1642,93892,472,"photo, 1 photo burst,3 second delay before next  picture",
1643,93892,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1644,93892,269,"35.163363, -119.674",
1645,93892,325,"",
1646,93893,466,2649,
1647,93893,271,2015-04-20/2015-04-20,
1648,93893,467,3,
1649,93893,468,shrub,
1650,93893,469,facing north away from shrub,
1651,93893,470,10,
1652,93893,471,primos,
1653,93893,472,"photo, 1 photo burst,3 second delay before next  picture",
1654,93893,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1655,93893,269,"35.163363, -119.674",
1656,93893,325,"",
1657,93894,466,1115,
1658,93894,271,2015-04-20/2015-04-20,
1659,93894,467,4,
1660,93894,468,shrub,
1661,93894,469,facing north away from shrub,
1662,93894,470,4,
1663,93894,471,primos,
1664,93894,472,"photo, 1 photo burst,3 second delay before next  picture",
1665,93894,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1666,93894,269,"35.163363, -119.674",
1667,93894,325,"",
1668,93895,466,120,
1669,93895,271,2015-04-20/2015-04-20,
1670,93895,467,4,
1671,93895,468,open,
1672,93895,469,facing north away from shrub,
1673,93895,470,7,
1674,93895,471,primos,
1675,93895,472,"photo, 1 photo burst,3 second delay before next  picture",
1676,93895,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1677,93895,269,"35.163363, -119.674",
1678,93895,325,"",
1679,93896,466,9,
1680,93896,271,2015-04-20/2015-04-20,
1681,93896,467,5,
1682,93896,468,open,
1683,93896,469,facing north away from shrub,
1684,93896,470,1,
1685,93896,471,primos,
1686,93896,472,"photo, 1 photo burst,3 second delay before next  picture",
1687,93896,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1688,93896,269,"35.163363, -119.674",
1689,93896,325,"",
1690,93897,466,267,
1691,93897,271,2015-04-21/2015-04-21,
1692,93897,467,1,
1693,93897,468,shrub,
1694,93897,469,facing north away from shrub,
1695,93897,470,3,
1696,93897,471,primos,
1697,93897,472,"photo, 1 photo burst,3 second delay before next  picture",
1698,93897,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1699,93897,269,"35.163363, -119.674",
1700,93897,325,"",
1701,93898,466,999,
1702,93898,271,2015-04-21/2015-04-21,
1703,93898,467,1,
1704,93898,468,open,
1705,93898,469,facing north away from shrub,
1706,93898,470,5,
1707,93898,471,primos,
1708,93898,472,"photo, 1 photo burst,3 second delay before next  picture",
1709,93898,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1710,93898,269,"35.163363, -119.674",
1711,93898,325,"",
1712,93899,466,36,
1713,93899,271,2015-04-21/2015-04-21,
1714,93899,467,2,
1715,93899,468,shrub,
1716,93899,469,facing north away from shrub,
1717,93899,470,6,
1718,93899,471,primos,
1719,93899,472,"photo, 1 photo burst,3 second delay before next  picture",
1720,93899,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1721,93899,269,"35.163363, -119.674",
1722,93899,325,"",
1723,93900,466,3345,
1724,93900,271,2015-04-21/2015-04-21,
1725,93900,467,3,
1726,93900,468,open,
1727,93900,469,facing north away from shrub,
1728,93900,470,10,
1729,93900,471,primos,
1730,93900,472,"photo, 1 photo burst,3 second delay before next  picture",
1731,93900,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1732,93900,269,"35.163363, -119.674",
1733,93900,325,"",
1734,93901,466,2130,
1735,93901,271,2015-04-21/2015-04-21,
1736,93901,467,4,
1737,93901,468,shrub,
1738,93901,469,facing north away from shrub,
1739,93901,470,4,
1740,93901,471,primos,
1741,93901,472,"photo, 1 photo burst,3 second delay before next  picture",
1742,93901,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1743,93901,269,"35.163363, -119.674",
1744,93901,325,"",
1745,93902,466,27,
1746,93902,271,2015-04-21/2015-04-21,
1747,93902,467,4,
1748,93902,468,open,
1749,93902,469,facing north away from shrub,
1750,93902,470,7,
1751,93902,471,primos,
1752,93902,472,"photo, 1 photo burst,3 second delay before next  picture",
1753,93902,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1754,93902,269,"35.163363, -119.674",
1755,93902,325,"",
1756,93903,466,558,
1757,93903,271,2015-04-22/2015-04-23,
1758,93903,467,2,
1759,93903,468,shrub,
1760,93903,469,facing north away from shrub,
1761,93903,470,3,
1762,93903,471,primos,
1763,93903,472,"photo, 1 photo burst,3 second delay before next  picture",
1764,93903,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1765,93903,269,"35.163363, -119.674",
1766,93903,325,"",
1767,93904,466,579,
1768,93904,271,2015-04-22/2015-04-23,
1769,93904,467,2,
1770,93904,468,shrub,
1771,93904,469,facing north away from shrub,
1772,93904,470,5,
1773,93904,471,primos,
1774,93904,472,"photo, 1 photo burst,3 second delay before next  picture",
1775,93904,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1776,93904,269,"35.163363, -119.674",
1777,93904,325,"",
1778,93905,466,627,
1779,93905,271,2015-04-22/2015-04-23,
1780,93905,467,3,
1781,93905,468,opem,
1782,93905,469,facing north away from shrub,
1783,93905,470,2,
1784,93905,471,primos,
1785,93905,472,"photo, 1 photo burst,3 second delay before next  picture",
1786,93905,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1787,93905,269,"35.163363, -119.674",
1788,93905,325,"",
1789,93906,466,261,
1790,93906,271,2015-04-22/2015-04-23,
1791,93906,467,5,
1792,93906,468,open,
1793,93906,469,facing north away from shrub,
1794,93906,470,9,
1795,93906,471,primos,
1796,93906,472,"photo, 1 photo burst,3 second delay before next  picture",
1797,93906,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1798,93906,269,"35.163363, -119.674",
1799,93906,325,"",
1800,93907,466,300,
1801,93907,271,2015-04-23/2015-04-25,
1802,93907,467,1,
1803,93907,468,shrub,
1804,93907,469,facing north away from shrub,
1805,93907,470,3,
1806,93907,471,primos,
1807,93907,472,"photo, 1 photo burst,3 second delay before next  picture",
1808,93907,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1809,93907,269,"35.163363, -119.674",
1810,93907,325,"",
1811,93908,466,147,
1812,93908,271,2015-04-23/2015-04-25,
1813,93908,467,1,
1814,93908,468,shrub,
1815,93908,469,facing north away from shrub,
1816,93908,470,5,
1817,93908,471,primos,
1818,93908,472,"photo, 1 photo burst,3 second delay before next  picture",
1819,93908,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1820,93908,269,"35.163363, -119.674",
1821,93908,325,"",
1822,93909,466,18,
1823,93909,271,2015-04-24/2015-04-25,
1824,93909,467,3,
1825,93909,468,open,
1826,93909,469,facing north away from shrub,
1827,93909,470,10,
1828,93909,471,primos,
1829,93909,472,"photo, 1 photo burst,3 second delay before next  picture",
1830,93909,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1831,93909,269,"35.163363, -119.674",
1832,93909,325,"",
1833,93910,466,51,
1834,93910,271,2015-04-25/2015-04-25,
1835,93910,467,3,
1836,93910,468,open,
1837,93910,469,facing north away from shrub,
1838,93910,470,10,
1839,93910,471,primos,
1840,93910,472,"photo, 1 photo burst,3 second delay before next  picture",
1841,93910,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1842,93910,269,"35.163363, -119.674",
1843,93910,325,"",
1844,93911,466,5775,
1845,93911,271,2015-05-04/2015-05-04,
1846,93911,467,3,
1847,93911,468,open,
1848,93911,469,facing north away from shrub,
1849,93911,470,5,
1850,93911,471,primos,
1851,93911,472,"photo, 1 photo burst,3 second delay before next  picture",
1852,93911,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1853,93911,269,"35.163363, -119.674",
1854,93911,325,"",
1855,93912,466,2,
1856,93912,271,2015-05-09/2015-05-09,
1857,93912,467,3,
1858,93912,468,shrub,
1859,93912,469,facing north away from shrub,
1860,93912,470,6,
1861,93912,471,primos,
1862,93912,472,"photo, 1 photo burst,3 second delay before next  picture",
1863,93912,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1864,93912,269,"35.163363, -119.674",
1865,93912,325,"",
1866,93913,466,78,
1867,93913,271,2015-05-10/2015-05-10,
1868,93913,467,1,
1869,93913,468,open,
1870,93913,469,facing north away from shrub,
1871,93913,470,2,
1872,93913,471,primos,
1873,93913,472,"photo, 1 photo burst,3 second delay before next  picture",
1874,93913,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1875,93913,269,"35.163363, -119.674",
1876,93913,325,"",
1877,93914,466,104,
1878,93914,271,2015-05-10/2015-05-10,
1879,93914,467,2,
1880,93914,468,shrub,
1881,93914,469,facing north away from shrub,
1882,93914,470,3,
1883,93914,471,primos,
1884,93914,472,"photo, 1 photo burst,3 second delay before next  picture",
1885,93914,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1886,93914,269,"35.163363, -119.674",
1887,93914,325,"",
1888,93915,466,505,
1889,93915,271,2015-05-10/2015-05-10,
1890,93915,467,2,
1891,93915,468,open,
1892,93915,469,facing north away from shrub,
1893,93915,470,4,
1894,93915,471,primos,
1895,93915,472,"photo, 1 photo burst,3 second delay before next  picture",
1896,93915,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1897,93915,269,"35.163363, -119.674",
1898,93915,325,"",
1899,93916,466,752,
1900,93916,271,2015-05-10/2015-05-10,
1901,93916,467,3,
1902,93916,468,shrub,
1903,93916,469,facing north away from shrub,
1904,93916,470,6,
1905,93916,471,primos,
1906,93916,472,"photo, 1 photo burst,3 second delay before next  picture",
1907,93916,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1908,93916,269,"35.163363, -119.674",
1909,93916,325,"",
1910,93917,466,104,
1911,93917,271,2015-05-10/2015-05-10,
1912,93917,467,4,
1913,93917,468,open,
1914,93917,469,facing north away from shrub,
1915,93917,470,7,
1916,93917,471,primos,
1917,93917,472,"photo, 1 photo burst,3 second delay before next  picture",
1918,93917,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1919,93917,269,"35.163363, -119.674",
1920,93917,325,"",
1921,93918,466,3922,
1922,93918,271,2015-05-11/2015-05-11,
1923,93918,467,1,
1924,93918,468,open,
1925,93918,469,facing north away from shrub,
1926,93918,470,1,
1927,93918,471,primos,
1928,93918,472,"photo, 1 photo burst,3 second delay before next  picture",
1929,93918,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1930,93918,269,"35.163363, -119.674",
1931,93918,325,"",
1932,93919,466,305,
1933,93919,271,2015-05-11/2015-05-11,
1934,93919,467,2,
1935,93919,468,shrub,
1936,93919,469,facing north away from shrub,
1937,93919,470,4,
1938,93919,471,primos,
1939,93919,472,"photo, 1 photo burst,3 second delay before next  picture",
1940,93919,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1941,93919,269,"35.163363, -119.674",
1942,93919,325,"",
1943,93920,466,12058,
1944,93920,271,2015-05-11/2015-05-11,
1945,93920,467,3,
1946,93920,468,open,
1947,93920,469,facing north away from shrub,
1948,93920,470,5,
1949,93920,471,primos,
1950,93920,472,"photo, 1 photo burst,3 second delay before next  picture",
1951,93920,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1952,93920,269,"35.163363, -119.674",
1953,93920,325,"",
1954,93921,466,366,
1955,93921,271,2015-05-11/2015-05-11,
1956,93921,467,5,
1957,93921,468,open,
1958,93921,469,facing north away from shrub,
1959,93921,470,9,
1960,93921,471,primos,
1961,93921,472,"photo, 1 photo burst,3 second delay before next  picture",
1962,93921,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1963,93921,269,"35.163363, -119.674",
1964,93921,325,"",
1965,93922,466,314,
1966,93922,271,2015-05-13/2015-05-13,
1967,93922,467,2,
1968,93922,468,open,
1969,93922,469,facing north away from shrub,
1970,93922,470,3,
1971,93922,471,primos,
1972,93922,472,"photo, 1 photo burst,3 second delay before next  picture",
1973,93922,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1974,93922,269,"35.163363, -119.674",
1975,93922,325,"",
1976,93923,466,8,
1977,93923,271,2015-05-17/2015-05-17,
1978,93923,467,1,
1979,93923,468,open,
1980,93923,469,facing north away from shrub,
1981,93923,470,1,
1982,93923,471,primos,
1983,93923,472,"photo, 1 photo burst,3 second delay before next  picture",
1984,93923,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1985,93923,269,"35.163363, -119.674",
1986,93923,325,"",
1987,93924,466,69,
1988,93924,271,2015-05-17/2015-05-17,
1989,93924,467,2,
1990,93924,468,open,
1991,93924,469,facing north away from shrub,
1992,93924,470,3,
1993,93924,471,primos,
1994,93924,472,"photo, 1 photo burst,3 second delay before next  picture",
1995,93924,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
1996,93924,269,"35.163363, -119.674",
1997,93924,325,"",
1998,93925,466,455,
1999,93925,271,2015-05-17/2015-05-17,
2000,93925,467,2,
2001,93925,468,shrub,
2002,93925,469,facing north away from shrub,
2003,93925,470,4,
2004,93925,471,primos,
2005,93925,472,"photo, 1 photo burst,3 second delay before next  picture",
2006,93925,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2007,93925,269,"35.163363, -119.674",
2008,93925,325,"",
2009,93926,466,519,
2010,93926,271,2015-05-17/2015-05-17,
2011,93926,467,3,
2012,93926,468,open,
2013,93926,469,facing north away from shrub,
2014,93926,470,5,
2015,93926,471,primos,
2016,93926,472,"photo, 1 photo burst,3 second delay before next  picture",
2017,93926,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2018,93926,269,"35.163363, -119.674",
2019,93926,325,"",
2020,93927,466,61,
2021,93927,271,2015-05-18/2015-05-21,
2022,93927,467,1,
2023,93927,468,open,
2024,93927,469,facing north away from shrub,
2025,93927,470,1,
2026,93927,471,primos,
2027,93927,472,"photo, 1 photo burst,3 second delay before next  picture",
2028,93927,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2029,93927,269,"35.163363, -119.674",
2030,93927,325,"",
2031,93928,466,36,
2032,93928,271,2015-05-18/2015-05-21,
2033,93928,467,2,
2034,93928,468,open,
2035,93928,469,facing north away from shrub,
2036,93928,470,3,
2037,93928,471,primos,
2038,93928,472,"photo, 1 photo burst,3 second delay before next  picture",
2039,93928,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2040,93928,269,"35.163363, -119.674",
2041,93928,325,"",
2042,93929,466,95,
2043,93929,271,2015-05-18/2015-05-21,
2044,93929,467,2,
2045,93929,468,shrub,
2046,93929,469,facing north away from shrub,
2047,93929,470,4,
2048,93929,471,primos,
2049,93929,472,"photo, 1 photo burst,3 second delay before next  picture",
2050,93929,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2051,93929,269,"35.163363, -119.674",
2052,93929,325,"",
2053,93930,466,144,
2054,93930,271,2015-05-18/2015-05-21,
2055,93930,467,3,
2056,93930,468,open,
2057,93930,469,facing north away from shrub,
2058,93930,470,5,
2059,93930,471,primos,
2060,93930,472,"photo, 1 photo burst,3 second delay before next  picture",
2061,93930,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2062,93930,269,"35.163363, -119.674",
2063,93930,325,"",
2064,93931,466,90,
2065,93931,271,2015-05-18/2015-05-21,
2066,93931,467,4,
2067,93931,468,open,
2068,93931,469,facing north away from shrub,
2069,93931,470,7,
2070,93931,471,primos,
2071,93931,472,"photo, 1 photo burst,3 second delay before next  picture",
2072,93931,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2073,93931,269,"35.163363, -119.674",
2074,93931,325,"",
2075,93932,466,392,
2076,93932,271,2015-05-18/2015-05-21,
2077,93932,467,5,
2078,93932,468,open,
2079,93932,469,facing north away from shrub,
2080,93932,470,9,
2081,93932,471,primos,
2082,93932,472,"photo, 1 photo burst,3 second delay before next  picture",
2083,93932,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2084,93932,269,"35.163363, -119.674",
2085,93932,325,"",
2086,93933,466,0,
2087,93933,271,2015-05-18/2015-05-21,
2088,93933,467,5,
2089,93933,468,open,
2090,93933,469,facing north away from shrub,
2091,93933,470,s7,
2092,93933,471,reconyx,
2093,93933,472,"photo, 1 photo burst,3 second delay before next  picture",
2094,93933,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2095,93933,269,"35.163363, -119.674",
2096,93933,325,"",
2097,93934,466,606,
2098,93934,271,2015-05-18/2015-05-18,
2099,93934,467,6,
2100,93934,468,shrub,
2101,93934,469,facing north away from shrub,
2102,93934,470,11,
2103,93934,471,primos,
2104,93934,472,"photo, 1 photo burst,3 second delay before next  picture",
2105,93934,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2106,93934,269,"35.163363, -119.674",
2107,93934,325,"",
2108,93935,466,18,
2109,93935,271,2015-05-21/2015-05-23,
2110,93935,467,1,
2111,93935,468,open,
2112,93935,469,facing north away from shrub,
2113,93935,470,1,
2114,93935,471,primos,
2115,93935,472,"photo, 1 photo burst,3 second delay before next  picture",
2116,93935,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2117,93935,269,"35.163363, -119.674",
2118,93935,325,"",
2119,93936,466,430,
2120,93936,271,2015-05-21/2015-05-23,
2121,93936,467,2,
2122,93936,468,shrub,
2123,93936,469,facing north away from shrub,
2124,93936,470,4,
2125,93936,471,primos,
2126,93936,472,"photo, 1 photo burst,3 second delay before next  picture",
2127,93936,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2128,93936,269,"35.163363, -119.674",
2129,93936,325,"",
2130,93937,466,1,
2131,93937,271,2015-05-21/2015-05-23,
2132,93937,467,3,
2133,93937,468,open,
2134,93937,469,facing north away from shrub,
2135,93937,470,5,
2136,93937,471,primos,
2137,93937,472,"photo, 1 photo burst,3 second delay before next  picture",
2138,93937,270,"Elkhorn Plains, Carrizo Plains National Monument, San Lois Obispo County, CA",
2139,93937,269,"35.163363, -119.674",
2140,93937,325,"",
2141,93938,466,10,
